,matches
23805,"[(29969, 0.7740588937810151), (53546, 0.749606150114267), (54751, 0.7416309247417499), (14445, 0.740809627524283), (49330, 0.7378842007637052), (1039, 0.7237232519845285), (44634, 0.7222490036437277), (628, 0.719308552788139), (50678, 0.7189011497150407), (16553, 0.7156034078632276), (46369, 0.7115418570927116), (22452, 0.7108492194040811), (21826, 0.7038492929195663), (21063, 0.7013023982400001), (56766, 0.6995554493396077), (29315, 0.6990729828349865), (19075, 0.6981514593532738), (45380, 0.6950959207618201), (52359, 0.6934590049950167), (31563, 0.6919400017473861), (47730, 0.6894467239180215), (49658, 0.6890059375205178), (14784, 0.6877330144615563), (42371, 0.6867635359538165), (30009, 0.6866193147338476), (37113, 0.6852450915191349), (50924, 0.6820542835187312), (24845, 0.6816051425597738), (20402, 0.6810144414636541), (27435, 0.6803246362351847), (34196, 0.6802021347138778), (24272, 0.6798706809441897), (13443, 0.6785377244785863), (33875, 0.6781519823887509), (20093, 0.6770246662363578), (57539, 0.6763830440348787), (57487, 0.6760359132811666), (16165, 0.6755784559622212), (13313, 0.6752065659327915), (54182, 0.6740699974068514), (39123, 0.6732888355519625), (55791, 0.6716910985028437), (3021, 0.6715439703673906), (46818, 0.6712817361336644), (34248, 0.6709200551768467), (23939, 0.6706455191612808), (16294, 0.6703229974934858), (12892, 0.6698547954881742), (34502, 0.669217335986505), (31348, 0.6687836001871037), (56982, 0.6676121395212335), (42225, 0.6648034133352049), (55900, 0.6645893294624258), (15784, 0.662966435534058), (439, 0.6613089857144426), (2864, 0.6604076110110206), (41275, 0.6599947020716915), (47080, 0.659346009508079), (54760, 0.6582402301244392), (56855, 0.658013686678322), (50575, 0.6571376812071635), (21108, 0.6555241917759729), (53701, 0.6552194799138326), (1385, 0.650932197405721)]"
38500,[]
4808,"[(17429, 0.7215319512533789), (25742, 0.7178264712747106), (59377, 0.6899906217713885), (41809, 0.6736846975585484), (44634, 0.6688705567831971), (8012, 0.6564700617239925), (28068, 0.6562434948972373), (53546, 0.6543831766682991)]"
39182,[]
52298,[]
52265,[]
40069,[]
21738,"[(52359, 0.7628626911897509), (21826, 0.730696704742734), (22397, 0.7221103674398801), (34191, 0.7193406543599193), (57062, 0.7171017672838411), (13443, 0.7072759159323969), (1039, 0.7060447040806971), (20402, 0.702359089097108), (5257, 0.7000445110564313), (58002, 0.6953000293951556), (2864, 0.6944665825881775), (19691, 0.6942850441362205), (53906, 0.6894808365133251), (9361, 0.6891559707443671), (56189, 0.6884031634194235), (46838, 0.68818124012524), (53546, 0.6866769615445435), (17805, 0.685561549921167), (16553, 0.6835521960123159), (38737, 0.6832876241648995), (13365, 0.681922984538344), (30456, 0.6810540295388886), (37078, 0.6793418516952804), (17701, 0.6765601439818528), (25546, 0.6759984522175609), (43382, 0.6744473176864835), (53701, 0.6744094721176057), (46818, 0.6721092693095131), (22037, 0.6697566551581117), (1723, 0.6688508822761215), (16023, 0.6680624552554542), (49330, 0.6667953496440381), (14197, 0.6667617961469603), (57487, 0.6666001278789989), (24272, 0.6654163164030119), (55900, 0.664299377567481), (19075, 0.6621936000194762), (22101, 0.6619913024039542), (43842, 0.6605443692261043), (21108, 0.6591732024466506), (628, 0.6589764519894493), (17455, 0.6586593985829858), (26652, 0.6580320486112752), (25457, 0.656392849300737), (8743, 0.656377557128713), (14784, 0.6563504910661219), (58801, 0.6561159071145747), (23146, 0.6557287800250805), (47036, 0.6541016928313758), (2473, 0.6540286600145326), (36382, 0.6527407361549509), (12892, 0.652208578512396), (45345, 0.6502268840066355)]"
6926,[]
3296,"[(33405, 0.7276869111097864), (58320, 0.7041187615515122), (21077, 0.7006579957589235), (38129, 0.6957866190446584), (44634, 0.6853897187345476), (49658, 0.6816170762790985), (56766, 0.6794522679613693), (37078, 0.6760785026481689), (19250, 0.6721723492197411), (28155, 0.6713277343326943), (52359, 0.6709875086883434), (22397, 0.6682426668419312), (21108, 0.6659128103951614), (16294, 0.6588712920217887), (59796, 0.6568459177000762), (54760, 0.6565154796097242), (59377, 0.6513520301286093), (17429, 0.6507801278119985)]"
50105,"[(24834, 0.7259539537550881), (13106, 0.7119630813894372), (7896, 0.7111807366821397), (40370, 0.7022881532757824), (6360, 0.6919936535487109), (12000, 0.6897157176712899), (38658, 0.6858046795985512), (50576, 0.6831549148407962), (16514, 0.6828902375499012), (5406, 0.6810673564588041), (47995, 0.6804972458410208), (27476, 0.6804477576945802), (9361, 0.6771456682856845), (44201, 0.670569687014823), (21364, 0.670461981215819), (29169, 0.6680367835496855), (56790, 0.6668774895562605), (2200, 0.6637107849055862), (3872, 0.6629112742910848), (27861, 0.6593113416961071), (43148, 0.65908670245156), (14435, 0.6586105272579689), (53042, 0.6580147965191601), (14721, 0.6578156703457251), (58902, 0.6547233010569403), (28063, 0.6528612447209414), (56665, 0.6526002076385106), (54104, 0.6523283353501077), (17701, 0.6521069793419574), (23898, 0.6509222004010106), (4157, 0.6500704537019433)]"
57740,[]
52886,[]
48387,[]
37918,[]
12271,"[(7896, 0.7109304477687377), (56189, 0.6901023306626364), (13661, 0.6892662315074247), (40523, 0.6889313293914309), (54182, 0.6836211791556204), (31185, 0.6833456074240302), (22397, 0.6807455645212346), (9361, 0.6807411840419068), (50678, 0.6759171887566735), (29425, 0.6750702427879357), (45345, 0.6749297687319303), (2498, 0.6736978549343083), (21108, 0.6733807037238095), (43382, 0.6714532099534825), (39735, 0.6692996302154257), (24266, 0.6689790334863831), (2200, 0.6661079721516887), (1723, 0.6658642477039715), (58002, 0.6640993982526098), (46916, 0.6639548939873033), (5848, 0.6633652173678403), (4157, 0.6626713864548909), (1039, 0.662287662879234), (12011, 0.6603814286165195), (2864, 0.6592419117197686), (12000, 0.6580586784391049), (20402, 0.657608649330721), (37113, 0.6570448601060779), (13064, 0.655284237769552), (54760, 0.6540778559273541), (22728, 0.6535605154546155), (14198, 0.6530496455330005), (49347, 0.6505714589438915)]"
15387,"[(13106, 0.7095779830357677), (42439, 0.6948561366644014), (49036, 0.6912121445517755), (17455, 0.687036579243944), (27200, 0.6866752298864158), (40370, 0.6730707528415846), (18299, 0.6718717280811736), (9008, 0.6678167613365389), (19145, 0.6613916383839381), (15174, 0.6551704642586723), (17701, 0.6536334127601026), (4605, 0.6521828967920491), (53042, 0.650316116551163)]"
10428,"[(9369, 0.6667959790321195), (4801, 0.6512319195591404)]"
45383,"[(58941, 0.7472039383582992), (3797, 0.6982557665743251), (48244, 0.6966099683973449), (21437, 0.6745872236156426), (49014, 0.6682534350834388), (8988, 0.6579224953767582), (4958, 0.6541259406227969), (20071, 0.6541119458555554), (38964, 0.6506402257661852)]"
45646,"[(22452, 0.7206347715904522), (225, 0.6840137112720385), (54660, 0.6584132865188734), (31348, 0.654718848582305)]"
35596,"[(10057, 0.720093350352519), (46889, 0.7024491770594419), (45307, 0.6985669458968343), (5175, 0.6984355656002862), (9519, 0.6841393475994076), (7287, 0.681203339806111), (22592, 0.6810865426065421), (26179, 0.6761253906891617), (22799, 0.6698972856007969), (46450, 0.6680818309752786), (40627, 0.6677306690632306), (19036, 0.6663550347359606), (12808, 0.6658864343078602), (12370, 0.6634032332520594), (46908, 0.6623109651344931), (3542, 0.6594588073926017), (4889, 0.6582632337763106), (58533, 0.6580033199357899), (35236, 0.6552655920693379), (26167, 0.6545684443216936), (20150, 0.6517672066500372), (17869, 0.6513886513561216), (14266, 0.6512096663795978)]"
43088,"[(32747, 0.7046055762466125), (50027, 0.6913223731225314), (28736, 0.6785415366300211), (6059, 0.661849876557401), (54660, 0.6526881010691711)]"
58852,"[(5406, 0.6607243964799276), (19082, 0.6528702912075194)]"
55035,"[(7896, 0.7245310457024065), (40370, 0.7028961439177324), (28068, 0.6947949703583549), (50678, 0.6934014364693412), (11750, 0.6901162628680813), (7365, 0.6900561653085434), (42371, 0.6811326198716472), (17701, 0.680391490414188), (8146, 0.6752042047816658), (16782, 0.6703036927049442), (41456, 0.6692308283293619), (5406, 0.6674201113706412), (14435, 0.667142013401425), (12011, 0.6633281392196615), (57744, 0.6629670219475101), (44634, 0.6629123447618946), (2200, 0.6628105752127839), (22437, 0.6625217631237001), (6059, 0.6609380915196185), (56982, 0.6600285056728169), (4036, 0.6597268234568222), (13661, 0.6584651753892315), (49658, 0.6572624104555408), (27476, 0.6565354117066257), (59394, 0.6556176964120584), (21364, 0.6533679607322446), (4771, 0.6509455484751508), (53701, 0.650036333340928)]"
59441,"[(3780, 0.999999999999206), (41912, 0.999999999999206), (55941, 0.999999999999206), (26231, 0.999999999999206), (57557, 0.999999999999206), (33280, 0.999999999999206), (31730, 0.9999999999991719), (54372, 0.9999999999991719)]"
12576,"[(15067, 0.7138026190800836), (13093, 0.6709122133642408)]"
1114,"[(24078, 0.6735863409736461), (57744, 0.6724295374373506), (324, 0.6624107071782506), (29169, 0.6529745174020878), (59412, 0.6517109797129395)]"
6780,"[(18299, 0.7060587490504724), (5247, 0.6880705393161123), (45971, 0.6875612185009907), (56790, 0.682576845805787), (40370, 0.6823664817133135), (1168, 0.6792478213967783), (22209, 0.6773354874750979), (54760, 0.6667514356575719), (9008, 0.6566905328653451), (4678, 0.6551525069426138)]"
21563,"[(8943, 0.7235098048330263), (14198, 0.6886984136575798), (9105, 0.684842785490053), (17380, 0.6838606531994463), (46516, 0.677800813711983), (3542, 0.6743367120776448), (5848, 0.6691730993062437), (22552, 0.6678821275449235), (45085, 0.6643041408166475), (58533, 0.6611567127383929), (23488, 0.6606941827698823), (53559, 0.6602801179083333)]"
16001,[]
30513,"[(1811, 0.6718734339020443), (53129, 0.662308382106659)]"
13016,"[(48989, 0.6721374380160613), (11690, 0.663932846116266), (29169, 0.6554152813366917)]"
57362,[]
39,[]
15153,[]
5677,[]
51056,"[(42682, 0.6866104109672638), (4036, 0.6813950854119892), (25240, 0.6732794062258811), (36382, 0.6669468447503877)]"
31086,"[(41907, 0.6997471398613109), (58778, 0.6975343291270842), (36991, 0.6960320276792067), (12790, 0.6954126897746673), (26167, 0.6770784646835014), (16312, 0.6749949066381082), (46144, 0.6748419313763656), (17869, 0.6735733575849145), (18668, 0.6680267952684579), (14255, 0.66732845464121), (23805, 0.6610923843764873), (55225, 0.6596682152336755), (41551, 0.6585285936104208), (8964, 0.6576033982445644), (22592, 0.6564112888994585), (1637, 0.6534755074787002), (5121, 0.6509707843193412)]"
16773,[]
48355,[]
4735,"[(28494, 0.6501687017821342)]"
52039,[]
29206,"[(20317, 0.7446049672187837), (40545, 0.7253972197803461), (12790, 0.7215674952298342), (4570, 0.7186477921107819), (28679, 0.7124966892723745), (15853, 0.7110058610490868), (44610, 0.7100853226964402), (14266, 0.7098774280991273), (35278, 0.7072540591153306), (17869, 0.7071201587457048), (33321, 0.7068269904495043), (22592, 0.7032867125614645), (36991, 0.7031864703502854), (45307, 0.7012156730987028), (34, 0.7004586919755028), (43684, 0.7000919764074796), (1552, 0.7000216155574799), (44952, 0.6986240184000886), (7291, 0.6975361219160698), (23671, 0.6948889553505424), (30082, 0.6935741026947218), (48244, 0.6926352024280882), (31950, 0.6923014428283939), (32231, 0.6856131290651235), (48785, 0.6855804040285497), (49826, 0.6851539546776304), (29055, 0.6834964442820393), (10590, 0.682486566852777), (12808, 0.6797837134356175), (14164, 0.6786292689565706), (30356, 0.6786272227960176), (54986, 0.6783553896890293), (1560, 0.6782303425177901), (19161, 0.677390130328189), (45915, 0.6772358960733431), (55225, 0.6764511355913577), (40627, 0.6760014019148725), (5175, 0.6743909095636521), (14766, 0.6736088594962545), (8641, 0.6732394937069958), (44667, 0.6721243153680416), (8920, 0.6705565201139296), (27004, 0.6690857055308654), (28556, 0.6681619051906901), (16507, 0.6672562019092511), (14123, 0.6658713330797018), (55541, 0.664990270779392), (58268, 0.6644921019298503), (34785, 0.6641624380637479), (40058, 0.664059666643235), (44720, 0.6635889310036459), (8871, 0.6632602193064816), (36973, 0.6627960351834743), (11485, 0.6625683567299384), (7968, 0.6610192350263066), (49014, 0.6602224604164841), (110, 0.6598974119355828), (35737, 0.6596904805515336), (23922, 0.6590587580229957), (19938, 0.658901148944837), (58533, 0.6588293155146293), (50704, 0.6575877110955991), (3553, 0.6569511531256977), (3542, 0.6563440231139638), (3355, 0.6560475251365815), (27333, 0.6542733822599104), (39532, 0.6542602196043994), (4958, 0.6539679355646677), (15560, 0.6523086074246931), (5988, 0.6515411222472799), (54795, 0.6514682454336727), (2110, 0.650949949074358), (27291, 0.6500831442934594), (22799, 0.6500690094884809)]"
33048,"[(13675, 0.9999999999991719), (3177, 0.9999999999991719), (56275, 0.9999999999991719), (57203, 0.9999999999991719), (47745, 0.9999999999991719), (35867, 0.9999999999991719), (33969, 0.9999999999991719), (36887, 0.9999999999991719), (29650, 0.9999999999991719), (57557, 0.9999999999990123), (33280, 0.9999999999990123)]"
18619,[]
55813,[]
320,[]
39845,"[(57744, 0.7187096003633803), (28272, 0.709951834771271), (52577, 0.6823106619870012), (45928, 0.6750531143038585), (42371, 0.6678534103291252), (439, 0.6666043693277951), (21093, 0.665269057966104), (7055, 0.6613557300398902), (232, 0.6579839209328802), (7384, 0.6576999659504245), (23284, 0.6546663721478598), (44634, 0.6545970726710018)]"
53355,[]
56244,[]
7896,"[(23671, 0.7819694535469265), (28862, 0.7726766526765081), (40545, 0.7643368334315515), (8920, 0.7590729311372753), (49826, 0.7576736052060175), (12790, 0.7576145914421822), (17869, 0.7555687795847518), (38964, 0.7523870474820648), (4570, 0.7523649383071362), (9095, 0.7488395352981013), (1637, 0.74655127886426), (44952, 0.7464784853062831), (29055, 0.7414655537024607), (27546, 0.7406840628117095), (20317, 0.7397708138047427), (14164, 0.7387983349873163), (7968, 0.7387398264817446), (37839, 0.737363623102568), (1552, 0.7373061929817365), (40094, 0.736007443246939), (8871, 0.735936815256746), (48785, 0.7359264886644188), (11485, 0.7346024246344757), (49014, 0.7344896151429444), (56681, 0.7329471597777488), (32231, 0.7305445036212901), (5417, 0.7296970933978317), (20699, 0.7278856802031979), (20483, 0.727044414302763), (29124, 0.7268465837390473), (3389, 0.7264502628464182), (31950, 0.7259540291914207), (55225, 0.7249304021632292), (55035, 0.7245310457024065), (4958, 0.7244116587970074), (39027, 0.7229926026212067), (47464, 0.7227754271261855), (30356, 0.7192662237751173), (7665, 0.7192304278544778), (48244, 0.7191765162817924), (34785, 0.7188085738351307), (40058, 0.717067085608278), (7291, 0.7162101750624988), (27003, 0.716125999945939), (44610, 0.7154562429916141), (22592, 0.7143975091779777), (11887, 0.7135970588685784), (58268, 0.7128662469249949), (44028, 0.7116366777984556), (36991, 0.7113976544429216), (50105, 0.7111807366821397), (12271, 0.7109304477687377), (6621, 0.7104952313225756), (23922, 0.7100218812038371), (58974, 0.7076319905982112), (39532, 0.7073127068145709), (27004, 0.7068575966029017), (15853, 0.7064175875346359), (15248, 0.7063990450642493), (43684, 0.7062624087634379), (12712, 0.7055444307218227), (40865, 0.7051624042211115), (5483, 0.7047625347290796), (55541, 0.7035927647324985), (40162, 0.703052543233799), (44720, 0.7029160772715394), (16349, 0.7026573656952582), (2310, 0.7025970328281582), (45915, 0.701175860626225), (22814, 0.7007364435128377), (19161, 0.7005384061714026), (41987, 0.7004136656478849), (15560, 0.7001526712575724), (59208, 0.6990882476928951), (15923, 0.6987283097815005), (47404, 0.6986691496512749), (30359, 0.6983506521249963), (21701, 0.6961574769620404), (3704, 0.6957798559434529), (44324, 0.6954257939476315), (26895, 0.6952783368267943), (24292, 0.694005076323259), (30989, 0.6932760210347712), (5340, 0.6916951024281123), (10644, 0.690075521701224), (34, 0.6891801182473962), (1214, 0.6878815125012079), (46889, 0.6867420740133299), (7342, 0.6865204301536793), (21473, 0.6862177387957618), (8641, 0.6859645794085846), (33433, 0.6852558535946266), (34609, 0.6843851994188551), (3542, 0.6839971451931903), (51497, 0.6838170481540558), (18740, 0.6836226560950583), (33321, 0.6834865000921577), (31448, 0.6824377010874741), (5988, 0.6824010873970447), (31889, 0.6821145571882227), (30082, 0.6815489359962993), (57192, 0.6809283958945809), (59717, 0.6806843172968677), (59048, 0.6805556723034905), (35369, 0.6803475308945922), (27291, 0.6802282977941709), (8943, 0.6801785821412379), (46908, 0.6796307737727368), (44667, 0.679400800870733), (14432, 0.6790949552249679), (40566, 0.6787113308277133), (5678, 0.6786045332768375), (52839, 0.677906031796567), (9050, 0.677769976441107), (54164, 0.6777511905064657), (41567, 0.6767689133541855), (37800, 0.6767639075955717), (9, 0.6760202236490961), (2155, 0.6749352321442664), (11468, 0.6737950713407458), (19143, 0.6737941362910275), (5175, 0.6732370150330029), (41833, 0.6728765539757132), (24849, 0.6722648975295198), (46683, 0.6711563017521586), (26167, 0.671008810012475), (33250, 0.6708355668751494), (29231, 0.6704127730733082), (6141, 0.669929638741852), (8988, 0.6694833460990931), (26365, 0.6692784943351128), (44836, 0.6690298463339747), (11781, 0.668572338149387), (3721, 0.6677415630522694), (46450, 0.667644966309515), (35737, 0.6670111610445251), (8057, 0.666235976228435), (24419, 0.6660285933578349), (54795, 0.6658110756590755), (16656, 0.6655408764747611), (6307, 0.6653458411160196), (28236, 0.6648654940670736), (26658, 0.6646980435168677), (4889, 0.6639368809317023), (20071, 0.6639179655951665), (30296, 0.6638026634702512), (20448, 0.6628932167131889), (12068, 0.6627511974545438), (16914, 0.661708084114914), (41551, 0.6615425379817653), (17045, 0.6612634571375037), (43954, 0.660901450224569), (58941, 0.6608011015883112), (1902, 0.6602458914235917), (9718, 0.6601742225892202), (14266, 0.6601104756264023), (7287, 0.6592856463337887), (7576, 0.6589375074603095), (35278, 0.6588698362603941), (57422, 0.6587358574187295), (50704, 0.6580647431910883), (2110, 0.6580139903573926), (1560, 0.6575884776269519), (8818, 0.6574645107011664), (36973, 0.6572179685924597), (2737, 0.6570822060792536), (906, 0.6563600263995448), (35830, 0.6561513093335634), (58533, 0.6559728397248652), (36511, 0.6557974365038265), (21443, 0.6555319557391917), (32163, 0.6553121456244446), (54986, 0.6552345426676388), (31603, 0.6547624844791928), (28679, 0.6545720002113897), (44420, 0.6535043541406595), (14123, 0.6533853321018355), (16398, 0.6532209406001434), (21437, 0.653132593492908), (38777, 0.6530433839515128), (43889, 0.6527618072461755), (45307, 0.6525768156393543), (3797, 0.6514345368499408), (51414, 0.6513069075957889), (41132, 0.6508989603675688), (49112, 0.6508798312059515), (46230, 0.6507791570125684), (29864, 0.6506693535232413), (7260, 0.6506021731632036), (9519, 0.6505542665636793), (36046, 0.6504921764186414), (2322, 0.6504793249896126), (11788, 0.6502737037983022), (10057, 0.6501458202460177), (20623, 0.6500473904139845)]"
